,palavras,quantidade
0,ods ods,413
1,empresa,334
2,gri,245
3,governança corporativa,237
4,visão,219
5,conteúdo,215
6,perfil corporativo,205
7,asseguração anexos,204
8,gri desempenho,204
9,ods asseguração,204
10,futuro perfil,203
11,ética estratégia,203
12,capitais governança,203
13,anexos índice,203
14,introdução mapa,202
15,gestão,193
16,risco,109
17,programa,108
18,energia,106
19,geração,105
20,transmissão,94
21,processo,94
22,direitos humanos,92
23,trabalho,90
24,companhia,84
25,projeto,83
26,negócio,78
27,sustentabilidade,75
28,sistema,75
29,política,75
30,desenvolvimento,74
31,empregado,72
32,todo,72
33,milhões,71
34,valor,69
35,sobre,69
36,meio,65
37,redução,63
38,tema,62
39,ano,59
40,segurança,58
41,integridade,58
42,ações,57
43,administração,57
44,energia elétrica,56
45,conselho,54
46,desempenho,53
47,fornecedores,52
48,investimento,49
49,relação,49
50,operação,48
51,toda,48
52,mudanças climáticas,46
53,desenvolvimento sustentável,45
54,impacto,45
55,forma,44
56,plano,43
57,empreendimento,43
58,atividade,42
59,linha,42
60,objetivo,42
61,participação,41
62,informações,41
63,saúde,40
64,avaliação,40
65,aumento,39
66,compromisso,39
67,governo parlamentares,39
68,mercado,38
69,pesquisa,38
70,estudo,37
71,diretrizes,37
72,ods social,36
73,remuneração,36
74,fonte,36
75,holding,36
76,relacionamento,36
77,comunicação,35
78,pessoa,35
79,prática,34
80,indicadores,33
81,estratégia,33
82,índice,33
83,emissões,32
84,monitoramento,32
85,implantação,32
86,água,32
87,treinamento,32
88,base,31
89,elaboração,31
90,resultado,31
91,transição energética,31
92,realização,30
93,acordo,30
94,consumo,30
95,ainda,30
96,relatório,30
97,biodiversidade,30
98,outro,30
99,procedimento,29
100,ética,29
101,iniciativa,29
102,parceria,29
103,serviço,28
104,inovação,28
105,criação,28
106,público,27
107,promoção,27
108,além,27
109,nota,27
110,usina,27
111,órgão,27
112,quais,26
113,tecnologia,26
114,uso,25
115,além disso,25
116,relatório anual,25
117,melhoria,25
118,lei,25
119,programas sustentabilidade,25
120,bilhões,25
121,manutenção,25
122,abril,25
123,contrato,24
124,promover,24
125,comunidade,24
126,recurso,24
127,desse,24
128,valores,24
129,pdng,24
130,natural manufaturado,24
131,número,23
132,orgãos reguladores,23
133,parlamentares orgãos,23
134,dado,23
135,cultura,22
136,ods humano,22
137,corporativa,22
138,spe,22
139,acionista,22
140,conformidade,22
141,planejamento,22
142,metodologia,22
143,capacidade instalada,22
144,custo,22
145,área,22
146,incluindo,21
147,realizada,21
148,ministério,21
149,sendo,21
150,setor elétrico,21
151,caso,21
152,desde,21
153,diretoria,20
154,distribuição,20
155,tratamento,20
156,implementação,20
157,considerando,20
158,conta,20
159,engajamento,20
160,foco,20
161,parceiros patrocinados,20
162,capacidade,20
163,corrupção,19
164,mulheres,19
165,demanda,19
166,social,19
167,informação,19
168,belo monte,19
169,emissão,19
170,patrocinados fornecedores,19
171,apoio,19
172,cadeia,19
173,evento,19
174,modelo,19
175,corporativo gri,19
176,país,18
177,valorização,18
178,meta alcançada,18
179,horas,18
180,furnas,18
181,taxa,18
182,marca,18
183,rede,18
184,órgãos reguladores,18
185,oportunidades,18
186,bem,18
187,comercialização,18
188,meio ambiente,18
189,expansão,18
190,documento,18
191,usina hidrelétrica,18
192,colaboradores,18
193,conforme,18
194,diversidade,18
195,relacionamento manufaturado,18
196,força,18
197,sociais,18
198,stakeholders,18
199,disponibilidade,18
200,acompanhamento,18
201,longo,18
202,diretoria executiva,17
203,estratégica,17
204,sustentável ods,17
205,setor,17
206,partir,17
207,gases,17
208,dezembro,17
209,cada,17
210,transformação digital,17
211,manufaturado sociedade,16
212,financeiro intelectual,16
213,medida,16
214,ambiental,16
215,acidente,16
216,sustentabilidade empresarial,16
217,representante,16
218,contribuição,16
219,ambiente,16
220,relevante,16
221,amazonas gt,16
222,qualidade,16
223,operações,16
224,emprego,16
225,relacionamento financeiro,16
226,clima,16
227,comissão,16
228,indicador,16
229,ods relacionados,15
230,análise,15
231,responsável,15
232,matriz,15
233,desenvolvido,15
234,recursos hídricos,15
235,aprimoramento,15
236,ativo,15
237,plano diretor,15
238,assim,15
239,efeito estufa,15
240,atendimento,15
241,tomada,15
242,principais resultados,15
243,humano social,15
244,organização,15
245,outra,14
246,impactado stakeholders,14
247,site,14
248,denúncia,14
249,resultado meta,14
250,nível,14
251,due diligence,14
252,stakeholders principais,14
253,controles internos,14
254,liderança,14
255,capital impactado,14
256,âmbito,14
257,valor ods,14
258,ods criação,14
259,meta ods,14
260,relacionados capital,14
261,cargo,14
262,membro,13
263,desinvestimento,13
264,responsabilidade,13
265,conservação,13
266,economia,13
267,acesso,13
268,infraestrutura,13
269,gerenciamento,13
270,materialidade,13
271,novos negócios,13
272,início,13
273,adoção,13
274,pág pág,13
275,eleito,13
276,receita,13
277,centro,13
278,educação corporativa,13
279,corporativo compromisso,13
280,produção,13
281,estratégico,13
282,empregados próprios,13
283,atuação,13
284,região,13
285,revisão,12
286,controlada,12
287,parte,12
288,apresentado,12
289,interesse,12
290,empresarial brasileiro,12
291,cálculo,12
292,licença maternidade,12
293,energia limpa,12
294,receita operacional,12
295,conjunto,12
296,capacitação,12
297,lucro líquido,12
298,divulgação observações,12
299,observações página,12
300,presidente,12
301,participamos,12
302,nacional,12
303,ouvidoria,12
304,patrocínio,12
305,demais,12
306,relatório omissão,12
307,escopo,12
308,riscos crises,12
309,futuro,12
310,suprimento,12
311,pág gestão,12
312,sociedade governo,12
313,itaipu binacional,12
314,fornecimento,12
315,sustentabilidade contidas,12
316,técnico,12
317,agenda meta,12
318,capitais,12
319,norma,12
320,eletronorte,12
321,devido,12
322,estrutura,11
323,investidores acionistas,11
324,relacionamento sociedade,11
325,nível superior,11
326,corporativo divulgação,11
327,considerada,11
328,vida,11
329,considerado,11
330,alcançar,11
331,construção,11
332,mudança,11
333,composto,11
334,alcance,11
335,importante,11
336,página,11
337,conduta ética,11
338,realizado,11
339,analistas,11
340,andamento,11
341,grupos,11
342,oportunidades pág,11
343,melhores práticas,11
344,passou,11
345,execução,11
346,projeto transição,11
347,pacto global,11
348,cepel,11
349,período,11
350,seleção,11
351,relacionada,11
352,gee,11
353,mwh,11
354,eletronuclear,11
355,capital social,11
356,tipo,11
357,conselheiro,11
358,mitigação,11
359,gestão pdng,11
360,chesf,11
361,integridade empresarial,11
362,minas,11
363,conhecimento,11
364,fornecedores críticos,10
365,percentual,10
366,brasileira,10
367,pág mudanças,10
368,climáticas pág,10
369,cumprimento,10
370,maior,10
371,despesa,10
372,política ambiental,10
373,exposição,10
374,necessidade,10
375,intelectual natural,10
376,norte energia,10
377,respeito,10
378,alinhada,10
379,remuneração variável,10
380,uhe belo,10
381,combate,10
382,critério,10
383,média,10
384,perda,10
385,inventário,10
386,pesquisa desenvolvimento,10
387,manufaturado humano,10
388,corporativo capital,10
389,acervo,10
390,ciclo,10
391,atualmente,10
392,lançado,10
393,diretriz,10
394,milhão,10
395,auditoria,10
396,montante,10
397,código,10
398,fatores,10
399,agenda,10
400,evolução,10
401,valores mobiliários,10
402,objetivos estratégicos,9
403,efeito,9
404,países,9
405,corporativo gestão,9
406,inclui,9
407,associação brasileira,9
408,nova,9
409,produto,9
410,escopo escopo,9
411,reputação empresarial,9
412,ação,9
413,diretores,9
414,venda,9
415,cgt eletrosul,9
416,contratações,9
417,bem estar,9
418,legislação,9
419,fraude,9
420,aprovação,9
421,visando,9
422,humano governo,9
423,usinas hidrelétricas,9
424,sociedade comunidade,9
425,projetos titulares,9
426,principal,9
427,diversos,9
428,comunidade governo,9
429,políticas publicas,9
430,durante,9
431,emissões totais,9
432,publicas ods,9
433,pág transição,9
434,corporativo scorecard,9
435,energética pág,9
436,scorecard principais,9
437,função,9
438,principais indicadores,9
439,indicadores nome,9
440,indicador unidade,9
441,unidade histórico,9
442,histórico meta,9
443,meta análise,9
444,metas iniciativas,9
445,global,9
446,licenciamento ambiental,9
447,renda,9
448,normativo,9
449,centrais elétricas,9
450,formação,9
451,assunto,9
452,rio,9
453,princípio,9
454,ferramenta,9
455,decisão,9
456,cgtee,9
457,quadro,9
458,povos indígenas,9
459,reconhecimento,9
460,km,8
461,indeterminado determinado,8
462,desenvolvimento inovação,8
463,fortalecer,8
464,cultura ética,8
465,transparente,8
466,agentes,8
467,internacionais,8
468,conselho empresarial,8
469,complexo eólico,8
470,instalações,8
471,operacionais,8
472,seguinte,8
473,elétrico brasileiro,8
474,responsabilidade social,8
475,referente,8
476,mínimo,8
477,alinhamento,8
478,relevância,8
479,canal,8
480,intelectual humano,8
481,diferente,8
482,segmento,8
483,carteira,8
484,utilizado,8
485,comparação,8
486,janeiro,8
487,global reporting,8
488,alcançada implementação,8
489,subsidiária,8
490,representa,8
491,administradores,8
492,acima,8
493,menor risco,8
494,impacto socioambiental,8
495,manter,8
496,inclusão,8
497,reporting initiative,8
498,aplicação,8
499,julho,8
500,novo,8
501,dia,8
502,sistema elétrico,8
503,procel,8
504,equipe,8
505,relativo,8
506,compliance,8
507,pode,8
508,dívida líquida,8
509,combustíveis fósseis,8
510,diretrizes estratégicas,8
511,níveis,8
512,abastecimento,8
513,dívida,8
514,usinas termelétricas,8
515,exemplo,8
516,alteração,8
517,contratação,8
518,regulamento,8
519,benefícios,8
520,prevista,8
521,carreira,8
522,campo,8
523,planejamento estratégico,8
524,adaptação,8
525,ambientais,8
526,reduzir,8
527,reporte,7
528,base zero,7
529,capital intelectual,7
530,vez,7
531,riscos relacionados,7
532,prestação,7
533,sistema interligado,7
534,gri standards,7
535,capital manufaturado,7
536,membro independente,7
537,operacional líquida,7
538,nº,7
539,respectivamente,7
540,angra,7
541,grau,7
542,matriz energética,7
543,estufa gee,7
544,proteção,7
545,variação,7
546,logística,7
547,equivalente,7
548,nesse sentido,7
549,proveniente,7
550,conduta,7
551,relações,7
552,contratado,7
553,signatário,7
554,relativa,7
555,ª edição,7
556,rentabilidade,7
557,entrada,7
558,bacia,7
559,volume,7
560,lei nº,7
561,manufaturado parceiros,7
562,equipamentos,7
563,fontes renováveis,7
564,apuração,7
565,trabalho após,7
566,possuem,7
567,matriz elétrica,7
568,serviços compartilhados,7
569,dessa forma,7
570,gestores,7
571,amazonas,7
572,considera,7
573,omissão gri,7
574,controle,7
575,avaliado,7
576,coordenação,7
577,fomento,7
578,edital,7
579,incorporação,7
580,elétricas brasileiras,7
581,anistiados reintegrados,7
582,estabelece,7
583,investimento social,7
584,relacionado,7
585,recomendações,7
586,podem,7
587,estruturação,7
588,sustentável cebds,7
589,asseguração limitada,7
590,ações ordinárias,7
591,barragens,7
592,indígena,7
593,razão,7
594,relacionamento natural,7
595,social privado,7
596,relato,7
597,mapa,7
598,educação,7
599,terceirizados,7
600,energética emissões,7
601,compensação,7
602,sistema igs,7
603,assegurar,7
604,nesse,7
605,initiative gri,7
606,prevenção,6
607,participante,6
608,acervo itaipu,6
609,retornaram,6
610,fornecedores locais,6
611,reguladores clientes,6
612,esforço,6
613,acordo coletivo,6
614,menor,6
615,atuamos,6
616,rol,6
617,ano anterior,6
618,empresas controladas,6
619,maneira,6
620,mercado governo,6
621,parques eólicos,6
622,geral,6
623,disclosure,6
624,retorno,6
625,eólico pindaí,6
626,energética epe,6
627,energia economizada,6
628,gás natural,6
629,pesquisa energética,6
630,interação social,6
631,outras despesas,6
632,consulta,6
633,frente,6
634,capitalização,6
635,tensão igual,6
636,atividades administrativas,6
637,integridade compliance,6
638,maio,6
639,remanejamento,6
640,fontes limpas,6
641,ações preferenciais,6
642,alto órgão,6
643,subestações,6
644,seguindo,6
645,contribuem,6
646,capital humano,6
647,produtivo,6
648,percepção,6
649,seguir,6
650,curso,6
651,próprio,6
652,projetos sociais,6
653,desdobramento,6
654,orçamento base,6
655,ampliar,6
656,cliente,6
657,crescimento econômico,6
658,formulário,6
659,compartilhados csc,6
660,etapa,6
661,otimização,6
662,comunidades locais,6
663,carga,6
664,políticas públicas,6
665,pandemia,6
666,proporção,6
667,necessário,6
668,garantir,6
669,remuneração anual,6
670,meta,6
671,regime,6
672,novembro,6
673,proposta,6
674,diversas,6
675,destacam,6
676,secretaria,6
677,transmi ão,6
678,aneel,6
679,tendo,6
680,socioambiental ods,6
681,operação segurança,6
682,segurança energética,6
683,pág compromisso,6
684,manufaturado financeiro,6
685,opinião,6
686,reguladores introdução,6
687,aspecto,6
688,guia,6
689,priorizado,6
690,regulatório,6
691,modernização,6
692,homens,6
